,G,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,GmSc,"""+/-""",Win,Winby,minutes,age_y
428,429,8,17,0.471,1,2,0.5,10,10,1,2,11,13,2,1,1,2,27,33,26,1,17,44.2,23.33972603
429,430,2,18,0.111,0,6,0,8,10,0.8,2,7,9,1,1,10,4,12,-0.7,-7,0,-4,38.8166667,23.35068493
430,431,6,24,0.25,0,4,0,9,13,0.692,2,3,6,2,1,7,1,21,6.8,-15,0,-16,41.6333333,23.35616438
431,432,5,16,0.313,3,5,0.6,8,12,0.667,0,5,8,4,3,2,3,21,20.2,29,1,24,40.25,23.36164384
432,433,7,20,0.35,2,5,0.4,5,8,0.625,1,5,13,3,2,4,3,21,19.1,15,1,11,44,23.36712329
433,434,12,25,0.48,0,5,0,11,13,0.846,0,3,5,1,1,4,3,35,22.4,-8,0,-7,44.7166667,23.37260274
434,435,9,23,0.391,1,3,0.333,13,15,0.867,3,9,6,2,1,8,2,32,21.6,7,1,5,46.65,23.37808219
435,436,14,29,0.483,3,11,0.273,14,19,0.737,1,4,6,2,0,2,4,45,32.8,0,0,-5,46.8,23.38356164
436,437,9,21,0.429,0,4,0,4,8,0.5,1,6,6,2,1,3,4,22,14.1,-3,0,-5,36,23.83013699
437,438,7,15,0.467,0,2,0,8,12,0.667,2,7,9,0,1,5,3,22,17,10,1,17,30.2666667,23.83561644
438,439,6,15,0.4,0,3,0,3,4,0.75,2,5,13,3,0,5,3,15,15.3,-8,0,-12,37.7166667,23.84109589
439,440,8,20,0.4,0,2,0,13,15,0.867,2,6,3,2,1,1,1,29,24,13,1,19,34.1333333,23.84657534
440,441,13,23,0.565,0,2,0,15,16,0.938,2,7,6,4,0,5,1,41,36,22,1,14,35.8333333,23.85205479
441,442,11,24,0.458,1,6,0.167,4,7,0.571,2,7,8,1,4,4,2,27,21.5,-3,1,4,39.3333333,23.85753425
442,443,13,29,0.448,4,7,0.571,11,13,0.846,4,9,4,0,0,2,1,41,31,12,1,9,39.2,23.86027397
443,444,16,24,0.667,1,4,0.25,8,10,0.8,0,5,6,3,0,2,2,41,35.7,11,1,6,42.7666667,23.86849315
444,445,10,20,0.5,0,0,,2,4,0.5,1,7,11,3,0,5,4,22,18.1,14,1,11,38.0333333,23.8739726
445,446,13,21,0.619,3,7,0.429,9,11,0.818,3,2,7,2,2,2,2,38,35.9,33,1,12,42.05,23.87945205
446,447,9,20,0.45,1,4,0.25,12,17,0.706,0,8,4,0,1,3,3,31,20.3,17,1,24,35.9666667,23.88767123
447,448,8,21,0.381,0,4,0,9,10,0.9,1,5,6,4,0,3,1,25,20.1,-5,0,-7,39.5,23.89041096
448,449,8,19,0.421,1,4,0.25,7,7,1,1,6,8,2,0,2,3,24,20.8,16,1,14,36.5833333,23.89863014
449,450,7,14,0.5,3,7,0.429,9,11,0.818,0,4,1,1,1,1,0,26,20.8,17,1,18,30.3333333,23.90684932
450,451,7,12,0.583,0,1,0,0,0,,0,3,3,1,3,0,0,14,14.5,24,1,35,17.1333333,23.90958904
451,452,9,13,0.692,3,4,0.75,2,4,0.5,1,6,8,3,1,2,2,23,25.7,24,1,15,30.65,23.91506849
452,453,12,27,0.444,1,5,0.2,7,10,0.7,1,6,5,2,1,3,3,32,21.2,7,1,12,41.3666667,23.91780822
453,454,5,10,0.5,1,4,0.25,10,10,1,0,5,6,5,1,0,0,21,27.4,30,1,36,28.15,23.92876712
454,455,4,12,0.333,0,4,0,3,4,0.75,2,6,11,1,3,2,2,11,15,32,1,24,37.6166667,23.93424658
455,456,8,17,0.471,2,4,0.5,7,8,0.875,2,3,4,2,2,3,3,25,20.2,27,1,20,27.6666667,23.9369863
456,457,11,18,0.611,2,5,0.4,7,8,0.875,0,5,4,3,0,2,1,31,27.3,19,1,20,30.4,23.94520548
457,458,10,22,0.455,2,6,0.333,7,8,0.875,2,2,5,0,2,1,4,29,21.5,-1,1,8,39.0666667,23.94794521
458,459,9,21,0.429,1,4,0.25,9,12,0.75,3,4,7,1,3,0,2,28,26.2,13,1,16,36.8333333,23.95342466
459,460,10,19,0.526,2,7,0.286,11,12,0.917,2,4,9,4,1,1,2,33,35.1,1,0,-5,45.6666667,23.95616438
460,461,14,20,0.7,2,6,0.333,2,4,0.5,0,6,3,2,2,0,1,32,29.7,22,1,23,39.6333333,23.96712329
461,462,13,20,0.65,0,2,0,7,8,0.875,3,7,8,0,0,6,3,33,26.4,14,1,17,38.75,23.97260274
462,463,14,24,0.583,2,4,0.5,1,2,0.5,2,2,7,3,1,3,1,31,26.6,16,1,11,42.7666667,23.97808219
463,464,11,23,0.478,0,3,0,5,7,0.714,1,8,5,3,1,7,2,27,17,14,1,9,38.3333333,23.98356164
464,465,6,13,0.462,0,2,0,6,10,0.6,0,5,6,3,1,3,1,18,15.7,-4,1,4,38.2166667,23.9890411
465,466,12,19,0.632,2,4,0.5,7,12,0.583,0,6,9,0,1,2,1,33,28.9,8,1,7,42.5166667,23.99726027
466,467,12,24,0.5,3,8,0.375,11,14,0.786,0,2,7,0,2,5,2,38,25.9,-6,0,-9,43.4833333,24
467,468,3,8,0.375,2,3,0.667,8,8,1,1,9,11,2,3,5,1,16,21.4,27,1,25,37.2666667,24.00821918
468,469,11,22,0.5,3,9,0.333,5,8,0.625,0,6,10,1,2,7,4,30,20.4,0,0,-3,40.7666667,24.01369863
469,470,9,16,0.563,0,1,0,3,3,1,0,4,4,2,2,4,1,21,16.4,23,1,30,30.9833333,24.02191781
470,471,13,25,0.52,3,7,0.429,9,9,1,1,6,6,4,3,3,2,38,34.7,20,1,15,35.8166667,24.02739726
471,472,9,15,0.6,1,5,0.2,11,14,0.786,0,11,10,3,1,2,2,30,33.1,21,1,15,40.2,24.03835616
472,473,8,28,0.286,1,6,0.167,11,16,0.688,3,11,7,1,1,8,4,28,12,2,0,-9,44.3166667,24.04383562
473,474,12,24,0.5,0,2,0,5,6,0.833,3,11,7,3,1,4,3,29,25.4,19,1,14,42.9833333,24.04657534
474,475,9,25,0.36,1,5,0.2,4,8,0.5,2,7,4,4,1,6,1,23,12.1,-11,0,-17,42.1666667,24.05479452
475,476,14,30,0.467,3,6,0.5,3,4,0.75,0,7,14,1,0,2,1,34,28.7,14,1,6,42.0333333,24.06027397
476,477,10,24,0.417,2,5,0.4,10,16,0.625,2,7,8,3,2,2,2,32,27.5,12,1,1,40.65,24.06575342
477,478,14,27,0.519,1,6,0.167,4,6,0.667,4,10,9,1,0,2,1,33,29.6,16,1,5,41.1333333,24.06849315
478,479,5,10,0.5,0,2,0,13,15,0.867,5,10,11,0,3,2,1,23,31.1,6,1,7,37.5166667,24.07671233
479,480,10,27,0.37,0,2,0,3,6,0.5,1,7,8,1,1,2,1,23,14.6,-9,0,-11,37.6833333,24.08219178
480,481,9,17,0.529,2,4,0.5,5,6,0.833,0,7,6,3,1,3,2,25,22.5,32,1,17,37.1333333,24.08493151
481,482,12,25,0.48,3,8,0.375,6,11,0.545,4,0,8,1,1,5,3,33,22.2,-8,1,10,38.8333333,24.09041096
482,483,9,20,0.45,2,5,0.4,13,13,1,1,6,4,1,2,3,3,33,26.1,23,1,18,37.5166667,24.09589041
483,484,17,33,0.515,2,7,0.286,16,19,0.842,0,9,11,0,2,3,1,52,42.9,7,1,5,44.05,24.09863014
484,485,5,20,0.25,2,8,0.25,4,8,0.5,3,5,12,0,0,1,1,16,13,-12,0,-10,40.1333333,24.10958904
485,486,15,21,0.714,4,7,0.571,13,14,0.929,0,7,4,1,1,7,1,47,37.1,7,0,-1,41.1666667,24.11506849
486,487,9,18,0.5,1,5,0.2,7,8,0.875,2,4,6,2,1,3,1,26,22.7,22,1,17,33.2833333,24.11780822
487,488,9,17,0.529,0,3,0,2,2,1,1,8,9,1,1,5,1,20,17.4,20,1,17,33.2,24.1369863
488,489,16,29,0.552,8,11,0.727,15,22,0.682,1,4,9,0,0,6,3,55,39.3,13,1,8,40.0666667,24.14246575
489,490,6,13,0.462,0,3,0,8,10,0.8,0,5,9,2,1,0,0,20,23,22,1,21,30.5666667,24.14794521
490,491,4,10,0.4,1,2,0.5,6,8,0.75,0,5,8,0,1,2,1,15,14.2,13,1,15,29.6666667,24.15342466
491,492,7,21,0.333,2,5,0.4,5,6,0.833,0,1,0,1,2,3,4,21,6.8,-14,0,-19,33.85,24.15890411
492,493,12,23,0.522,3,6,0.5,3,3,1,4,10,4,2,0,1,2,30,27.5,29,1,11,32.1333333,24.16164384
493,494,8,20,0.4,2,7,0.286,8,14,0.571,1,5,11,1,2,0,3,26,23.9,4,1,1,43.7166667,24.16712329
494,495,13,21,0.619,6,7,0.857,10,10,1,1,7,4,1,1,6,4,42,32.2,8,1,7,43.6666667,24.16986301
495,496,7,11,0.636,4,5,0.8,5,7,0.714,1,7,4,1,0,3,2,23,20.1,24,1,18,33.2,24.17534247
496,497,5,15,0.333,2,5,0.4,9,12,0.75,0,6,5,1,0,4,1,21,13.2,-1,0,-11,38.2833333,24.18082192
497,498,5,15,0.333,0,3,0,4,7,0.571,2,8,12,1,1,2,0,14,16.2,10,1,10,43.3166667,24.18356164
498,499,10,23,0.435,0,6,0,12,16,0.75,4,9,11,2,2,4,2,32,30.1,7,1,4,43.7,24.19178082
499,500,10,24,0.417,3,8,0.375,11,13,0.846,6,4,13,3,3,3,0,34,37,7,1,8,43.45,24.19726027
500,501,16,30,0.533,4,11,0.364,15,17,0.882,0,4,9,2,3,3,2,51,43.4,6,1,3,46.9833333,24.2
501,502,9,17,0.529,0,3,0,1,3,0.333,1,7,10,4,3,3,1,19,22.4,-1,1,5,39.8666667,24.20547945
502,503,15,27,0.556,4,7,0.571,9,10,0.9,2,10,8,4,1,6,1,43,38,5,1,4,42.6666667,24.2109589
503,504,10,22,0.455,0,3,0,6,11,0.545,0,11,10,1,2,0,4,26,23.7,-1,1,5,46.7833333,24.21643836
504,505,9,21,0.429,1,4,0.25,3,5,0.6,1,6,5,3,1,2,2,22,17,10,1,6,40.05,24.22191781
505,506,9,17,0.529,1,4,0.25,11,15,0.733,2,9,8,1,0,1,0,30,29.8,14,1,8,39.15,24.22465753
506,507,7,14,0.5,1,1,1,7,7,1,1,7,11,1,0,1,0,22,25.5,19,1,11,39.1,24.23287671
507,508,8,14,0.571,2,3,0.667,7,10,0.7,2,10,7,0,0,5,0,25,21.5,25,1,22,33.6,24.23835616
508,509,9,22,0.409,2,4,0.5,4,5,0.8,1,5,12,1,2,0,0,24,24.8,15,1,28,31.3166667,24.24383562
509,510,9,24,0.375,0,2,0,7,8,0.875,1,11,3,3,1,1,0,25,20.2,10,1,6,40.6,24.24931507
510,511,11,18,0.611,4,8,0.5,5,7,0.714,1,8,6,0,0,6,1,31,22.9,-13,0,-8,38.3333333,24.25479452
511,512,7,20,0.35,2,5,0.4,10,10,1,1,8,5,1,0,2,1,26,20,-26,0,-29,32,24.25753425
512,513,14,21,0.667,2,5,0.4,8,8,1,0,7,6,1,0,2,1,38,33.8,7,1,20,36.7166667,24.2630137
513,514,7,15,0.467,0,2,0,7,8,0.875,0,6,7,3,0,2,1,21,20.2,25,1,12,30.85,24.27123288
514,515,8,17,0.471,1,4,0.25,10,12,0.833,0,2,10,0,1,1,4,27,23.2,8,1,10,36.5666667,24.27671233
515,516,9,14,0.643,5,8,0.625,6,6,1,0,4,7,1,1,5,1,29,25.2,21,1,31,30.3666667,24.28219178
516,517,12,23,0.522,2,7,0.286,11,14,0.786,0,5,5,1,0,5,1,37,25.1,8,1,8,38.7,24.28493151
517,518,13,20,0.65,1,4,0.25,11,14,0.786,0,8,7,1,0,0,1,38,35.9,22,1,18,40.8666667,24.29863014
518,519,7,14,0.5,2,5,0.4,13,17,0.765,1,12,6,0,0,2,1,29,26.5,21,1,12,37.9166667,24.30684932
519,520,9,19,0.474,0,5,0,7,11,0.636,2,9,9,3,2,2,0,25,26.5,13,1,11,42.7333333,24.31506849
520,521,10,24,0.417,0,3,0,16,17,0.941,1,12,8,2,1,2,3,36,32.2,10,1,21,40.65,24.32054795
521,522,12,20,0.6,2,6,0.333,8,9,0.889,3,7,3,4,0,3,0,34,31.7,13,1,27,34.3166667,24.34520548
522,523,9,14,0.643,3,5,0.6,6,12,0.5,0,3,5,4,1,0,1,27,27.1,23,1,20,31.1666667,24.35068493
523,524,15,25,0.6,5,10,0.5,12,16,0.75,2,10,8,1,1,1,2,47,43.8,26,1,15,43.2333333,24.35616438
524,525,9,22,0.409,3,6,0.5,6,9,0.667,0,8,8,1,0,3,3,27,18.8,1,1,10,43.4166667,24.36164384
525,526,20,30,0.667,3,6,0.5,6,10,0.6,3,3,8,2,3,2,1,49,44.7,7,0,-1,41.2333333,24.38630137
526,527,12,23,0.522,1,3,0.333,10,12,0.833,2,2,5,1,0,6,3,35,22.2,-7,1,1,42.5333333,24.39178082
527,528,11,28,0.393,1,8,0.125,18,24,0.75,0,7,9,2,1,2,3,41,31.3,-12,0,-10,41.95,24.39726027
528,529,13,29,0.448,4,10,0.4,14,18,0.778,1,11,7,1,1,8,5,44,27.9,6,0,-2,49.4,24.40273973
529,530,11,24,0.458,0,2,0,15,19,0.789,3,11,12,1,1,4,3,37,33.3,11,1,10,45.5,24.40821918
530,531,8,20,0.4,2,8,0.25,7,11,0.636,1,6,7,0,1,3,4,25,16.1,-12,0,-13,44.8833333,24.41369863
531,532,12,22,0.545,4,9,0.444,10,13,0.769,0,4,8,2,4,5,4,38,31.2,0,0,-6,44.9166667,24.82465753
532,533,7,19,0.368,1,5,0.2,8,14,0.571,2,9,12,2,0,4,1,23,20.2,2,0,-10,39.7833333,24.82739726
533,534,10,18,0.556,2,3,0.667,2,3,0.667,2,7,6,1,1,2,1,24,22,17,1,17,33.4333333,24.83287671
534,535,5,11,0.455,0,1,0,4,6,0.667,1,6,9,0,0,4,1,14,11.9,19,1,11,37.2333333,24.83561644
535,536,7,16,0.438,2,7,0.286,11,13,0.846,3,5,6,3,0,4,0,27,24.6,5,1,12,35.9833333,24.84383562
536,537,9,17,0.529,1,4,0.25,6,9,0.667,0,7,6,1,1,3,0,25,20.5,-1,0,-1,38.2166667,24.84931507
537,538,12,17,0.706,2,4,0.5,7,9,0.778,0,8,9,3,0,7,3,33,28.6,8,1,9,35.6166667,24.85205479
538,539,13,23,0.565,2,3,0.667,8,9,0.889,2,6,4,1,0,4,2,36,26.9,7,1,9,39.1166667,24.86575342
539,540,8,20,0.4,2,4,0.5,16,18,0.889,1,3,7,2,1,2,2,34,28.8,6,1,7,38.8833333,24.86849315
540,541,6,15,0.4,0,3,0,9,12,0.75,0,6,9,2,1,2,1,21,20.1,6,1,4,37.55,24.8739726
541,542,11,19,0.579,1,5,0.2,8,10,0.8,0,5,12,1,2,2,2,31,30.8,8,1,6,38.5333333,24.88219178
542,543,12,20,0.6,3,7,0.429,7,8,0.875,0,2,9,2,0,6,4,34,25.7,-12,0,-17,35.1333333,24.88493151
543,544,13,25,0.52,1,3,0.333,13,14,0.929,2,7,7,1,1,2,1,40,35,4,1,10,37.8833333,24.89041096
544,545,13,20,0.65,2,4,0.5,4,6,0.667,0,7,9,0,0,5,3,32,24.6,11,1,6,38.5333333,24.89315068
545,546,12,24,0.5,1,4,0.25,9,11,0.818,1,7,7,1,0,5,2,34,24.1,12,1,10,38.8166667,24.90410959
546,547,10,19,0.526,2,7,0.286,3,4,0.75,0,6,4,0,0,6,4,25,12.3,3,0,-7,38.0166667,24.90958904
547,548,10,20,0.5,0,2,0,5,7,0.714,0,5,12,0,0,1,2,25,22.3,8,1,16,36.35,24.91232877
548,549,6,15,0.4,0,3,0,0,0,,1,7,10,1,1,3,0,12,12.4,19,1,17,34.6166667,24.92328767
549,550,8,17,0.471,1,3,0.333,6,10,0.6,0,6,11,0,0,1,1,23,20.8,19,1,14,34.2,24.92876712
550,551,4,10,0.4,0,0,,6,7,0.857,1,4,10,1,1,5,2,14,13,8,1,15,32.3,24.93424658
551,552,14,29,0.483,4,11,0.364,11,12,0.917,4,9,6,0,1,5,2,43,32.5,6,0,-2,44.7833333,24.93972603
552,553,8,21,0.381,2,4,0.5,9,10,0.9,1,5,7,1,1,5,2,27,18.1,-13,0,-10,39.6666667,24.94246575
553,554,14,24,0.583,1,2,0.5,4,6,0.667,1,6,7,1,2,4,1,33,26.4,8,1,5,37.6,24.94794521
554,555,16,29,0.552,5,8,0.625,7,10,0.7,0,7,6,4,1,1,1,44,38.5,13,1,13,38.5833333,24.95342466
555,556,9,19,0.474,1,5,0.2,4,6,0.667,1,5,7,2,0,6,3,23,14.4,7,1,10,40.4666667,24.95890411
556,557,12,26,0.462,3,6,0.5,9,11,0.818,1,5,7,3,1,3,2,36,28.8,10,1,7,40.2833333,24.96164384
557,558,6,13,0.462,2,4,0.5,12,14,0.857,1,9,8,0,3,6,1,26,23.2,3,1,3,38.3666667,24.96712329
558,559,9,23,0.391,2,6,0.333,5,7,0.714,0,3,6,2,2,2,3,25,17,-5,0,-7,43.0833333,24.97260274
559,560,11,21,0.524,1,3,0.333,6,6,1,1,5,4,2,0,3,3,29,21.5,26,1,18,38.4333333,24.97534247
560,561,14,30,0.467,1,4,0.25,5,7,0.714,4,12,10,0,0,2,1,34,28.8,26,1,13,43.6833333,24.98082192
561,562,9,19,0.474,2,7,0.286,6,11,0.545,0,4,9,2,1,7,3,26,16.3,8,1,15,40.7333333,24.98630137
562,563,12,20,0.6,2,5,0.4,3,4,0.75,2,3,6,3,1,1,0,29,28.6,16,1,25,29.4333333,24.99178082
563,564,6,20,0.3,0,5,0,2,3,0.667,1,7,10,5,1,4,2,14,12.7,6,1,11,39.6,24.99726027
564,565,15,23,0.652,4,6,0.667,14,16,0.875,3,7,6,2,2,3,3,48,44.7,7,1,5,43.2,25
565,566,7,16,0.438,1,4,0.25,13,15,0.867,1,8,7,1,2,1,0,28,28.2,10,1,8,36.45,25.00821918
566,567,13,21,0.619,2,6,0.333,1,2,0.5,0,7,6,1,1,1,3,29,24.9,-2,0,-3,42.85,25.0109589
567,568,7,12,0.583,1,4,0.25,8,11,0.727,2,5,8,1,2,1,0,23,26.1,16,1,23,30.8333333,25.01917808
568,569,12,28,0.429,2,8,0.25,9,13,0.692,2,4,7,1,0,8,1,35,18.7,6,0,-2,41.3,25.02465753
569,570,13,19,0.684,3,4,0.75,12,14,0.857,0,10,8,0,1,3,1,41,38,16,1,12,45.2666667,25.03013699
570,571,12,23,0.522,1,4,0.25,12,14,0.857,1,7,11,2,4,2,1,37,37.8,12,1,3,41.6166667,25.03287671
571,572,12,20,0.6,4,6,0.667,8,12,0.667,1,8,6,5,1,5,1,36,32.8,7,0,-1,40.4166667,25.04109589
572,573,12,20,0.6,3,6,0.5,5,7,0.714,2,2,4,2,1,5,3,32,23.3,-1,1,1,38.9,25.04657534
573,574,8,18,0.444,0,7,0,12,14,0.857,0,9,11,3,3,3,1,28,29.9,12,1,8,41.0166667,25.05479452
574,575,13,25,0.52,1,9,0.111,10,13,0.769,0,5,9,2,1,4,3,37,28.8,5,1,6,40.4,25.06027397
575,576,9,19,0.474,6,10,0.6,13,19,0.684,0,9,12,1,1,6,2,37,30.9,-1,1,1,42.6333333,25.06575342
576,577,9,23,0.391,2,9,0.222,12,17,0.706,0,9,4,1,0,4,3,32,18.8,1,1,1,38.5166667,25.07123288
577,578,3,8,0.375,1,3,0.333,5,6,0.833,0,6,11,1,1,3,1,12,15,16,1,14,30.55,25.07671233
578,579,6,18,0.333,0,4,0,10,17,0.588,0,9,13,2,4,5,2,22,19.8,22,1,21,35.65,25.08219178
579,580,10,20,0.5,5,6,0.833,7,8,0.875,1,2,11,1,0,1,1,32,30.2,15,1,25,39.9166667,25.08767123
580,581,7,14,0.5,1,4,0.25,7,7,1,1,5,15,1,1,4,2,22,24.6,19,1,16,37.1166667,25.09315068
581,582,9,16,0.563,1,4,0.25,17,21,0.81,2,5,8,2,0,4,1,36,32.9,20,1,16,40.1,25.09863014
582,583,17,31,0.548,6,12,0.5,7,7,1,1,7,8,5,0,5,2,47,39.7,4,1,7,43.85,25.10410959
583,584,13,21,0.619,1,4,0.25,5,9,0.556,0,3,11,1,0,3,0,32,27.5,-2,1,7,42.35,25.11232877
584,585,10,21,0.476,2,6,0.333,10,12,0.833,1,7,13,2,0,3,2,32,30.6,16,1,9,45.0833333,25.11780822
585,586,15,33,0.455,1,9,0.111,12,17,0.706,1,12,15,2,4,3,1,43,40.1,-5,0,-2,47,25.1369863
586,587,6,14,0.429,2,6,0.333,8,10,0.8,1,2,9,4,0,2,2,22,22.6,-2,0,-17,35.5,25.13972603
587,588,12,25,0.48,1,6,0.167,8,12,0.667,0,9,6,2,1,5,0,33,23.3,-9,0,-6,39.3833333,25.14520548
588,589,7,16,0.438,2,6,0.333,4,4,1,1,4,13,2,0,0,0,20,24.6,17,1,10,44.1166667,25.15068493
589,590,11,23,0.478,3,6,0.5,11,15,0.733,1,6,9,0,0,2,2,36,28.7,9,1,20,35.95,25.15616438
590,591,10,17,0.588,1,4,0.25,15,16,0.938,0,6,9,2,0,1,2,36,36,8,1,8,44.4,25.15890411
591,592,9,17,0.529,1,4,0.25,3,5,0.6,0,7,7,2,2,3,0,22,20.3,39,1,31,31.2333333,25.16712329
592,593,10,18,0.556,0,4,0,6,7,0.857,2,5,14,3,1,3,1,26,30,18,1,19,40.6833333,25.17260274
593,594,16,27,0.593,3,7,0.429,5,6,0.833,2,11,6,3,2,4,1,40,36,12,1,7,41.8666667,25.17808219
594,595,7,18,0.389,3,10,0.3,6,12,0.5,0,6,10,1,3,1,2,23,20.9,2,1,5,42.1,25.19726027
595,596,9,21,0.429,1,3,0.333,11,16,0.688,3,5,7,2,3,2,2,30,26.7,3,1,11,38.8666667,25.20273973
596,597,10,22,0.455,1,3,0.333,8,11,0.727,2,10,12,1,1,4,0,29,26.9,13,1,12,43.1166667,25.20821918
597,598,11,24,0.458,2,4,0.5,8,10,0.8,1,8,9,3,2,6,2,32,25.8,14,1,5,38.7166667,25.2109589
598,599,9,21,0.429,0,3,0,11,12,0.917,1,10,7,2,2,5,1,29,24.1,5,1,7,37.5166667,25.21643836
599,600,5,9,0.556,2,3,0.667,3,3,1,0,3,7,0,1,0,0,15,17.2,17,1,25,30.8,25.22191781
600,601,15,22,0.682,1,5,0.2,7,8,0.875,2,4,9,1,0,3,2,38,34.3,9,1,13,40.75,25.23013699
601,602,11,21,0.524,1,6,0.167,4,7,0.571,0,5,10,2,0,5,2,27,20.2,-5,0,-5,39.3,25.23561644
602,603,13,22,0.591,3,6,0.5,5,6,0.833,1,6,8,3,0,3,2,34,30.7,8,1,7,39.0833333,25.24109589
603,604,7,17,0.412,0,1,0,9,13,0.692,1,8,7,1,1,4,2,23,17.2,10,1,3,39.0833333,25.24931507
604,605,11,20,0.55,1,3,0.333,4,7,0.571,0,13,6,2,0,2,1,27,23.9,11,1,5,38.3666667,25.25479452
605,606,14,31,0.452,0,9,0,14,22,0.636,1,6,9,1,1,3,0,42,30.2,-1,0,-4,44.5333333,25.26027397
606,607,5,13,0.385,0,2,0,9,10,0.9,0,6,13,0,1,4,1,19,18.7,19,1,12,35.5666667,25.26575342
607,608,9,19,0.474,0,1,0,6,7,0.857,0,6,5,1,4,3,2,24,19.2,19,1,13,40.2333333,25.29589041
608,609,16,23,0.696,2,4,0.5,6,6,1,1,7,8,1,2,2,2,40,38.3,6,1,10,41.0833333,25.30136986
609,610,14,26,0.538,4,8,0.5,7,13,0.538,2,8,8,2,3,5,3,39,31.3,5,0,-2,44.2666667,25.30958904
610,611,11,17,0.647,6,9,0.667,9,10,0.9,0,12,11,2,1,2,3,37,39.9,29,1,23,36.4,25.31780822
611,612,5,12,0.417,1,2,0.5,8,14,0.571,3,7,9,0,2,3,1,19,18.7,1,1,2,43.2166667,25.32328767
612,613,12,24,0.5,3,6,0.5,8,11,0.727,2,5,7,3,2,2,1,35,31.6,7,1,8,43.2,25.33424658
613,614,7,15,0.467,0,4,0,10,15,0.667,0,7,4,3,2,5,1,24,18.2,-16,0,-18,41.15,25.33972603
614,615,14,22,0.636,2,3,0.667,8,9,0.889,2,6,7,1,2,1,1,38,36.9,30,1,29,39.2666667,25.35068493
615,616,7,18,0.389,0,5,0,8,11,0.727,1,8,8,2,1,7,4,22,13.8,-10,0,-10,43.2333333,25.35616438
616,617,3,14,0.214,0,4,0,9,12,0.75,1,5,7,1,0,3,3,15,9.1,-22,0,-32,41.6666667,25.36164384
617,618,8,21,0.381,2,4,0.5,9,12,0.75,3,16,10,3,1,9,2,27,22.1,-5,0,-9,46.2,25.36712329
618,619,10,21,0.476,3,6,0.5,8,12,0.667,0,4,3,1,2,8,1,31,16,1,0,-8,42.65,25.82191781
619,620,5,12,0.417,0,2,0,6,6,1,0,6,7,2,1,9,1,16,9.6,6,1,10,37.55,25.82465753
620,621,6,13,0.462,2,3,0.667,1,2,0.5,0,6,7,0,0,3,4,15,10,13,1,26,30.0333333,25.83013699
621,622,5,12,0.417,0,4,0,10,12,0.833,0,7,7,2,0,5,3,20,15.6,18,1,23,28.95,25.83561644
622,623,7,12,0.583,0,2,0,6,8,0.75,0,0,12,2,1,1,0,20,23.7,32,1,32,32.4333333,25.84109589
623,624,6,16,0.375,1,2,0.5,7,8,0.875,0,7,10,3,1,3,0,20,20.6,-6,0,-3,41.2,25.84931507
624,625,9,16,0.563,2,4,0.5,3,5,0.6,0,3,9,2,0,4,1,23,19.4,11,1,12,33.5833333,25.85205479
625,626,5,18,0.278,0,1,0,10,11,0.909,2,9,14,1,3,2,3,20,22.8,4,0,-2,46.7333333,25.86027397
626,627,9,21,0.429,0,5,0,17,22,0.773,0,10,9,3,0,4,3,35,29,0,0,-5,44.4666667,25.86575342
627,628,8,21,0.381,0,1,0,7,11,0.636,1,1,11,2,0,3,0,23,17.6,11,1,9,39.3333333,25.87123288
628,629,9,15,0.6,0,2,0,2,3,0.667,3,5,9,3,0,3,5,20,20.6,24,1,27,23.05,25.88219178
629,630,12,25,0.48,2,5,0.4,6,7,0.857,0,2,5,2,0,4,1,32,20.6,4,1,8,39.4833333,25.88767123
630,631,11,23,0.478,2,4,0.5,5,6,0.833,0,3,11,1,0,4,2,29,21.7,-1,0,-2,42.1,25.89041096
631,632,6,14,0.429,2,8,0.25,11,15,0.733,0,5,6,1,0,6,3,25,15.5,-1,0,-16,41.5666667,25.89589041
632,633,9,18,0.5,1,3,0.333,6,8,0.75,1,5,4,1,0,3,3,25,17,-15,0,-9,40.7333333,25.90136986
633,634,5,15,0.333,1,5,0.2,9,11,0.818,1,7,6,2,1,2,1,20,18,11,1,9,40.5666667,25.90684932
634,635,5,19,0.263,0,4,0,13,15,0.867,2,6,4,1,0,5,3,23,11.7,-14,0,-11,36.0666667,25.90958904
635,636,10,18,0.556,1,1,1,9,11,0.818,1,5,5,1,1,7,3,30,19.8,3,1,11,38.1833333,25.91506849
636,637,8,15,0.533,1,1,1,1,2,0.5,2,4,3,1,0,4,0,18,12,17,1,25,31.2333333,25.92054795
637,638,15,25,0.6,2,7,0.286,6,9,0.667,0,5,8,1,1,0,1,38,33.7,26,1,28,30.0333333,25.92328767
638,639,5,11,0.455,1,1,1,11,13,0.846,0,7,4,1,1,2,1,22,19.7,7,1,12,37.3166667,25.92876712
639,640,7,16,0.438,1,3,0.333,2,4,0.5,0,6,6,1,1,1,5,17,12.5,17,1,10,38.6833333,25.93424658
640,641,12,20,0.6,3,5,0.6,6,7,0.857,1,6,9,0,0,2,4,33,28.6,0,1,13,39.4333333,25.93972603
641,642,10,18,0.556,3,4,0.75,2,3,0.667,0,7,9,1,1,4,1,25,21.7,22,1,22,30.7166667,25.94520548
642,643,10,19,0.526,2,3,0.667,3,5,0.6,1,9,3,2,0,3,1,25,19,15,1,21,35.1833333,25.94794521
